0.67644,62.777
0.65885,62.386
0.64125,61.995
0.6217,61.604
0.60411,61.213
0.58847,60.626
0.57185,60.039
0.55621,59.648
0.53959,59.061
0.52493,58.67
0.51026,58.279
0.49756,57.888
0.48583,57.301
0.47605,56.91
0.46823,56.519
0.46041,56.128
0.45552,55.737
0.45064,55.346
0.44575,54.954
0.44086,54.368
0.435,54.172
0.43011,53.781
0.42424,53.585
0.41838,53.39
0.41349,53.585
0.40762,54.172
0.40176,55.541
0.39687,57.888
0.39198,61.408
0.38807,65.906
0.38416,70.991
0.37928,76.662
0.37439,82.138
0.36852,87.419
0.36168,92.308
0.35582,96.806
0.34897,100.52
0.34213,103.65
0.33627,105.8
0.32942,107.37
0.32258,108.15
0.31769,108.34
0.31281,107.76
0.30792,106.98
0.30205,105.61
0.29521,104.04
0.28837,101.89
0.28152,99.544
0.27468,97.001
0.26784,94.263
0.26197,91.33
0.25513,88.005
0.24927,84.876
0.24438,81.747
0.24047,78.618
0.2346,75.88
0.22972,73.533
0.22678,71.382
0.22776,69.622
0.23265,68.253
0.2434,67.08
0.261,66.102
0.28446,65.319
0.31378,64.733
0.348,64.537
0.38319,64.342
0.41447,64.146
0.44282,64.146
0.47214,64.342
0.49951,64.342
0.52395,64.537
0.54448,64.537
0.56012,64.733
0.57185,64.733
0.57771,64.928
0.58065,64.928
0.58065,64.733
0.57771,64.733
0.5738,64.537
0.56696,64.537
0.55914,64.146
0.54839,63.95
0.53666,63.755
0.52199,63.364
0.50635,63.168
0.48974,62.777
0.47214,62.386
0.45455,61.995
0.43793,61.604
0.42033,61.213
0.40469,60.821
0.39296,60.43
0.38221,59.844
0.37146,59.452
0.36168,59.061
0.35288,58.475
0.34604,58.083
0.3392,57.692
0.33236,57.106
0.32747,56.715
0.32258,56.323
0.31965,55.737
0.31672,55.346
0.31574,54.954
0.31476,54.563
0.31378,54.172
0.31281,53.977
0.31085,53.781
0.30987,53.781
0.30694,53.977
0.30499,54.759
0.30205,56.323
0.29912,58.866
0.29619,62.582
0.29228,67.471
0.28837,72.751
0.28543,78.422
0.2825,83.898
0.27957,89.179
0.27664,94.068
0.27273,98.566
0.26882,102.28
0.26588,105.22
0.26197,107.37
0.25806,108.74
0.25415,109.32
0.25024,109.32
0.24536,108.54
0.24145,107.37
0.23851,105.8
0.2346,103.85
0.23167,101.5
0.22678,98.957
0.22287,96.024
0.21799,92.894
0.2131,89.57
0.21896,86.05
0.23069,82.725
0.2346,79.596
0.23558,76.662
0.23558,74.12
0.23656,71.773
0.23851,69.818
0.24145,68.253
0.24829,66.884
0.26002,65.906
0.27859,65.124
0.30205,64.537
0.33138,64.146
0.36461,63.95
0.3998,63.95
0.43304,63.95
0.4653,63.95
0.49071,64.146
0.51124,64.342
0.53079,64.537
0.54643,64.733
0.55816,64.928
0.56696,64.928
0.57185,65.124
0.5738,65.124
0.57185,65.124
0.56794,64.928
0.56207,64.928
0.55327,64.733
0.5435,64.537
0.53275,64.342
0.52102,64.146
0.50831,63.755
0.49267,63.364
0.47703,62.973
0.46041,62.582
0.44477,62.19
0.42913,61.604
0.41447,61.213
0.40078,60.821
0.39003,60.43
0.37928,59.844
0.37146,59.452
0.36559,58.866
0.35973,58.475
0.35484,58.083
0.34995,57.497
0.34604,57.106
0.34311,56.715
0.34018,56.128
0.33822,55.737
0.33724,55.346
0.33627,54.954
0.33529,54.563
0.33529,54.368
0.33431,54.172
0.33431,54.172
0.33333,54.563
0.33138,55.346
0.32942,57.106
0.32747,59.648
0.32454,63.364
0.32063,68.057
0.31769,73.338
0.31476,78.618
0.31281,84.094
0.31085,89.179
0.3089,94.068
0.30694,98.175
0.30499,101.69
0.30108,104.63
0.29619,106.58
0.2913,107.76
0.28641,108.15
0.28152,107.95
0.27761,106.98
0.2737,105.61
0.26979,103.85
0.26588,101.69
0.261,99.153
0.25806,96.415
0.25513,93.286
0.2522,89.961
0.24829,86.441
0.24438,83.116
0.24145,79.791
0.23851,76.858
0.23558,74.12
0.23265,71.773
0.23167,69.622
0.23265,67.862
0.23656,66.493
0.2434,65.319
0.25415,64.537
0.27077,63.95
0.29326,63.559
0.31965,63.168
0.34897,63.168
0.38025,63.168
0.41056,63.168
0.43988,63.364
0.46628,63.559
0.48876,63.755
0.50635,63.95
0.51906,64.342
0.52688,64.537
0.53275,64.537
0.53568,64.537
0.53568,64.537
0.53372,64.537
0.52884,64.537
0.52199,64.342
0.51222,64.146
0.50147,63.95
0.48778,63.755
0.47214,63.364
0.4565,63.168
0.44184,62.777
0.42815,62.386
0.41349,61.995
0.39883,61.604
0.38319,61.213
0.3695,60.626
0.35679,60.039
0.34604,59.648
0.33724,59.257
0.3304,58.67
0.32356,58.279
0.31867,57.692
0.31574,57.301
0.31378,56.715
0.31183,56.323
0.31085,55.932
0.30987,55.346
0.3089,55.15
0.30792,54.759
0.30792,54.368
0.30694,53.977
0.30596,53.977
0.30499,53.977
0.30303,54.172
0.30205,54.954
0.30205,56.323
0.30205,58.67
0.30205,62.386
0.30108,67.08
0.3001,72.164
0.29814,77.836
0.29521,83.507
0.29228,88.788
0.28935,93.872
0.28641,98.37
0.2825,102.09
0.27957,105.22
0.27761,107.37
0.27566,108.74
0.2737,109.32
0.27175,109.13
0.26882,108.34
0.26491,106.98
0.261,105.22
0.25709,103.06
0.25318,100.52
0.24927,97.784
0.24633,94.85
0.2434,91.525
0.24047,88.005
0.23851,84.681
0.23754,81.16
0.23558,78.031
0.23265,75.098
0.23069,72.555
0.22874,70.404
0.22972,68.644
0.23265,67.08
0.24047,65.906
0.25415,64.928
0.2737,64.146
0.29814,63.755
0.32258,63.364
0.34897,63.364
0.3783,63.364
0.4086,63.559
0.43891,63.559
0.46628,63.95
0.49071,64.146
0.51222,64.342
0.52884,64.537
0.54154,64.928
0.54936,65.124
0.55425,65.124
0.55523,65.319
0.55425,65.319
0.55132,65.319
0.54545,65.124
0.53763,64.928
0.52688,64.733
0.51515,64.537
0.50147,64.342
0.48583,64.146
0.47019,63.755
0.45357,63.364
0.43695,62.973
0.42131,62.582
0.4086,61.995
0.39785,61.604
0.38612,61.213
0.37537,60.626
0.36461,60.235
0.35679,59.844
0.34995,59.257
0.34506,58.866
0.34115,58.279
0.33822,57.888
0.33529,57.497
0.33333,56.91
0.33236,56.519
0.33333,56.128
0.33431,55.737
0.33529,55.346
0.33627,55.15
0.33724,54.954
0.33724,54.954
0.33724,55.346
0.33724,55.932
0.33627,57.497
0.33529,60.039
0.33431,63.755
0.33236,68.449
0.33138,73.729
0.3304,79.4
0.32845,85.072
0.32649,90.352
0.32454,95.437
0.32258,99.935
0.32063,103.85
0.31769,106.78
0.31574,109.13
0.31378,110.3
0.31183,110.89
0.30987,110.69
0.30792,109.91
0.30694,108.54
0.30596,106.78
0.30401,104.82
0.30205,102.48
0.29912,99.935
0.29717,97.001
0.29423,93.872
0.29032,90.548
0.28739,87.223
0.28348,83.898
0.28055,80.574
0.27761,77.64
0.27566,75.098
0.27566,72.751
0.28739,70.795
0.30792,69.231
0.32747,67.862
0.34995,66.884
0.37732,66.102
0.41251,65.711
0.45357,65.319
0.49951,65.124
0.54741,65.124
0.59629,65.124
0.64223,65.319
0.67937,65.515
0.70968,65.711
0.73803,65.906
0.76149,66.102
0.78006,66.297
0.79374,66.493
0.80254,66.688
0.80547,66.688
0.80547,66.493
0.80059,66.493
0.79374,66.297
0.78299,66.102
0.77126,65.906
0.75758,65.711
0.74096,65.319
0.72239,64.928
0.70186,64.537
0.68035,63.95
0.65787,63.364
0.63636,62.777
0.61486,62.386
0.59531,61.799
0.57674,61.213
0.56012,60.821
0.54545,60.235
0.5347,59.648
0.52786,59.257
0.52199,58.67
0.51808,58.279
0.51417,57.692
0.51124,57.301
0.51026,56.91
0.50929,56.519
0.50831,56.128
0.50831,55.541
0.50831,55.346
0.50831,54.954
0.50831,54.563
0.50831,54.563
0.50635,54.563
0.5044,54.954
0.50147,56.128
0.49853,58.279
0.49658,61.799
0.49365,66.297
0.49169,71.773
0.48974,77.64
0.48778,83.507
0.48485,89.179
0.48192,94.655
0.47898,99.544
0.47703,103.65
0.47312,106.98
0.46823,109.32
0.46432,110.89
0.45943,111.47
0.45455,111.47
0.44868,110.69
0.44379,109.52
0.43793,107.95
0.43206,106
0.4262,103.65
0.42326,101.11
0.42033,98.37
0.4174,95.241
0.41251,92.112
0.40762,88.788
0.40176,85.267
0.39492,81.943
0.38905,78.814
0.38319,75.88
0.37928,73.338
0.37732,71.186
0.38123,69.231
0.38905,67.666
0.40274,66.493
0.42424,65.711
0.45552,64.928
0.49462,64.537
0.53959,64.342
0.58847,64.146
0.63734,64.146
0.68426,64.342
0.72727,64.537
0.7654,64.733
0.79765,64.928
0.82307,65.124
0.84066,65.319
0.85142,65.319
0.86022,65.515
0.86413,65.515
0.8651,65.515
0.86119,65.319
0.85337,65.124
0.84262,64.928
0.82893,64.537
0.81329,64.342
0.79472,63.95
0.77322,63.559
0.75367,63.168
0.73412,62.777
0.71163,62.386
0.68817,61.799
0.66471,61.408
0.64321,61.017
0.62268,60.43
0.60411,60.039
0.58749,59.452
0.5738,59.061
0.56012,58.67
0.54839,58.083
0.53861,57.692
0.53177,57.106
0.52688,56.715
0.52297,56.323
0.52102,55.737
0.51906,55.346
0.51906,54.759
0.51906,54.368
0.51808,53.977
0.51808,53.585
0.51808,53.39
0.51613,53.194
0.51417,53.194
0.51222,53.39
0.51026,53.781
0.50538,55.346
0.50049,57.692
0.4956,61.408
0.48974,66.297
0.48289,71.969
0.47703,77.836
0.47214,83.703
0.46725,89.374
0.46237,94.459
0.45846,99.153
0.45357,103.06
0.45064,106.19
0.4477,108.34
0.44379,109.52
0.43891,109.91
0.43304,109.52
0.42717,108.74
0.42033,107.17
0.41447,105.41
0.4086,103.06
0.40274,100.72
0.39687,97.979
0.39003,95.046
0.38514,91.721
0.38123,88.396
0.37634,85.072
0.37048,81.552
0.36559,78.422
0.35973,75.489
0.35484,72.751
0.35093,70.6
0.34995,68.449
0.35386,66.884
0.36364,65.711
0.38025,64.537
0.40665,63.95
0.435,63.364
0.46725,62.973
0.50929,62.973
0.55523,62.973
0.60313,62.973
0.65005,62.973
0.69306,63.168
0.73118,63.364
0.76149,63.755
0.78592,63.95
0.8045,64.146
0.81623,64.342
0.82307,64.342
0.826,64.342
0.82502,64.146
0.82111,64.146
0.81329,63.95
0.80254,63.755
0.78886,63.364
0.77224,63.168
0.75367,62.777
0.73216,62.386
0.71065,61.995
0.68622,61.604
0.66276,61.213
0.64125,60.821
0.62366,60.235
0.60508,59.844
0.58553,59.452
0.56794,58.866
0.5523,58.475
0.53763,57.888
0.52395,57.497
0.51417,56.91
0.50538,56.323
0.49951,55.932
0.49462,55.346
0.49169,54.954
0.49071,54.368
0.48876,53.977
0.4868,53.585
0.48485,53.194
0.48192,52.803
0.47801,52.608
0.47507,52.412
0.47312,52.412
0.47019,52.412
0.46628,52.999
0.46432,54.368
0.46041,56.715
0.45846,60.039
0.4565,64.733
0.45259,70.013
0.44868,75.489
0.44379,81.16
0.43891,86.441
0.43402,91.33
0.42913,95.828
0.42424,99.544
0.41838,102.28
0.41251,104.43
0.40665,105.61
0.40176,106
0.39785,105.8
0.39296,105.02
0.3871,103.65
0.38025,101.89
0.37341,99.739
0.36755,97.393
0.36168,94.655
0.35484,91.721
0.348,88.592
0.34018,85.267
0.33333,81.943
0.32551,78.618
0.32063,75.489
0.31672,72.751
0.31281,70.404
0.30987,68.253
0.3089,66.493
0.31085,64.928
0.31867,63.755
0.33431,62.777
0.34115,62.19
0.34702,61.604
0.3695,61.408
0.40176,61.408
0.43402,61.408
0.46628,61.408
0.50244,61.408
0.53763,61.604
0.56891,61.799
0.59531,62.19
0.61681,62.386
0.63343,62.582
0.64516,62.582
0.65298,62.582
0.65689,62.582
0.65689,62.582
0.65298,62.386
0.64712,62.19
0.63832,61.995
0.62659,61.799
0.61193,61.408
0.59531,61.213
0.57674,60.821
0.55621,60.626
0.53666,60.235
0.51613,59.844
0.49658,59.452
0.47703,58.866
0.45943,58.475
0.44477,58.083
0.43304,57.497
0.42131,56.91
0.40958,56.519
0.40078,56.128
0.39296,55.541
0.3871,55.15
0.38221,54.563
0.3783,54.172
0.37341,53.781
0.37048,53.194
0.36755,52.803
0.36559,52.412
0.36461,52.021
0.36461,51.63
0.36364,51.434
0.36168,51.239
0.3607,51.239
0.35777,51.63
0.35484,52.412
0.35288,54.172
0.35093,57.106
0.348,61.017
0.34506,65.906
0.34213,71.382
0.34018,77.054
0.3392,82.529
0.33724,87.614
0.33431,92.503
0.3304,96.61
0.32649,99.935
0.32063,102.48
0.31574,104.24
0.30987,105.22
0.30499,105.41
0.30108,104.82
0.29619,103.85
0.29326,102.28
0.29032,100.52
0.28641,98.175
0.28152,95.828
0.27566,92.894
0.27175,89.961
0.26686,86.832
0.26295,83.507
0.25904,79.987
0.25611,76.858
0.2522,73.729
0.24829,71.186
0.24438,68.84
0.2434,66.688
0.24438,64.928
0.24927,63.559
0.25806,62.582
0.2737,61.799
0.29814,61.213
0.32942,60.821
0.36559,60.626
0.40665,60.43
0.44966,60.626
0.49267,60.626
0.53372,60.821
0.56794,61.213
0.59433,61.408
0.61975,61.604
0.64125,61.799
0.65787,61.995
0.6696,61.995
0.67742,61.995
0.68133,61.995
0.68133,61.799
0.67742,61.799
0.67058,61.604
0.6608,61.408
0.64809,61.017
0.63539,60.821
0.6217,60.43
0.60411,60.039
0.58553,59.844
0.56598,59.452
0.54545,59.061
0.52493,58.67
0.50538,58.279
0.48778,57.692
0.47116,57.301
0.4565,56.91
0.44379,56.519
0.43402,55.932
0.42717,55.346
0.42033,54.954
0.41447,54.563
0.40958,53.977
0.40665,53.585
0.40469,53.194
0.40274,52.608
0.40078,52.216
0.39883,51.825
0.39785,51.434
0.39589,51.239
0.39492,50.847
0.39394,50.847
0.39394,50.847
0.39296,51.434
0.39101,52.608
0.38905,54.759
0.3871,57.888
0.38416,62.386
0.38123,67.666
0.37732,73.338
0.37341,79.009
0.3695,84.289
0.36461,89.374
0.36168,94.068
0.35875,97.784
0.35582,100.91
0.35288,103.06
0.34995,104.43
0.34604,105.02
0.34213,105.02
0.33822,104.24
0.33333,103.06
0.32845,101.3
0.32258,99.544
0.31769,97.197
0.31183,94.655
0.3089,91.917
0.30596,88.983
0.30205,85.658
0.29814,82.334
0.29326,79.205
0.28837,75.88
0.28446,73.142
0.27957,70.404
0.27566,68.253
0.2737,66.297
0.27566,64.733
0.2825,63.364
0.29423,62.386
0.30987,61.604
0.33431,61.017
0.36657,60.821
0.40567,60.626
0.4477,60.626
0.49267,60.626
0.53666,60.821
0.57771,61.017
0.61486,61.213
0.64809,61.408
0.67546,61.408
0.69697,61.604
0.71065,61.799
0.71945,61.799
0.72532,61.799
0.72825,61.604
0.72727,61.604
0.72336,61.408
0.7175,61.213
0.70772,61.017
0.69501,60.626
0.68035,60.43
0.66373,60.039
0.64516,59.648
0.62757,59.257
0.61095,58.866
0.59238,58.475
0.57283,58.083
0.55425,57.692
0.53568,57.301
0.51808,56.715
0.50147,56.323
0.48778,55.737
0.47605,55.346
0.4653,54.954
0.45552,54.563
0.4477,54.172
0.44184,53.781
0.43891,53.39
0.43597,52.999
0.43206,52.412
0.42913,52.216
0.4262,51.825
0.42326,51.434
0.42131,51.043
0.41838,50.847
0.41544,50.847
0.41251,51.043
0.40958,51.63
0.40762,52.999
0.40469,55.541
0.3998,59.257
0.39589,63.95
0.39296,69.622
0.38807,75.293
0.38416,81.16
0.38025,86.636
0.37537,91.721
0.37146,96.219
0.36657,99.739
0.3607,102.67
0.35484,104.63
0.34995,105.61
0.34604,106
0.34213,105.8
0.33822,105.02
0.33333,103.65
0.32747,101.89
0.3216,99.935
0.31574,97.784
0.31085,95.241
0.30499,92.503
0.3001,89.765
0.29521,86.636
0.2913,83.507
0.28837,80.378
0.28348,77.249
0.27761,74.316
0.27175,71.773
0.26686,69.622
0.26295,67.666
0.26393,66.102
0.27077,64.928
0.28446,63.95
0.30694,63.168
0.33822,62.582
0.37634,62.19
0.41447,61.995
0.45259,61.995
0.50049,61.995
0.55132,62.19
0.59922,62.386
0.64223,62.582
0.67937,62.777
0.70968,62.973
0.73314,62.973
0.75171,62.973
0.76442,62.973
0.77224,62.973
0.77615,62.973
0.77713,62.973
0.77615,62.777
0.77224,62.386
0.7654,62.19
0.75562,61.799
0.74291,61.408
0.72727,61.213
0.71065,60.821
0.69208,60.43
0.67155,60.039
0.65103,59.648
0.63245,59.257
0.61584,58.67
0.59726,58.279
0.57869,57.888
0.56305,57.301
0.54936,56.91
0.53666,56.519
0.5259,56.128
0.51711,55.737
0.51026,55.346
0.5044,54.954
0.49951,54.563
0.49462,54.172
0.49071,53.781
0.48778,53.194
0.48485,52.803
0.48192,52.412
0.47996,52.216
0.47801,52.021
0.47507,51.825
0.47116,52.021
0.46725,52.608
0.46237,53.977
0.45846,56.519
0.45552,60.235
0.45259,65.124
0.45064,70.795
0.4477,76.662
0.44379,82.529
0.43891,88.005
0.43402,92.894
0.42913,97.001
0.42424,100.52
0.41935,103.26
0.41544,105.02
